feature,label
S R Y D D A R Q Q A L R Q V I G E I T D V R Q L R N A L V G S F N R N D E L V N R N D E L E K N I Q E K E R E L K G L K G D V E K L T A D A E L Q R L K N E R H E,0
E E L S S E M Q Q D S V V L T Y L E G L L M H Q A A G G S G T A V D K L S V S R A K S D E N F K N S G N I F S N C E S N A P I R N N S S P C Q G S G M L H L K K A,0
I M L W V P T N T P I T T L A D D A E E L A L A K E Y W K V K I V C R S M G S E I Y D L C W S V D S N F L I A G A M D N S L R L Y D A H T G Q L L T Q K F D H S H,0
S I Y R S E I I S T A P S S W V V P G P S P N E E N N G K S L S L K N K A L D W A I P Q Q R S S S C P R M G G T D A V V T N V S G S V S S S G R P A S A S P A P N,0
A G L A H K I Q S A N H M D D N D T E L D T P I N Y S L K Y S D E Q L N S G R Q S P T Q N E R W S R P K H I I D S E M K Q S E Q R Q P R T T K T T Y S S Y T E N K,0
E R Q N S S S G S P R M E M C S G S N K A K K K K S S R V P P D K P K H Q T E D D F Q R E L F S M D V D S Q N P M F D V S M T A D A L D T P H I T P A P S Q C S T,0
E L E T L R E E N R V K S D M L K E K L S K D A E N H K A Y L K S H Q V H R H K L K E M E K E E P L L N E D K E R T V L F P I K Y H E I W Q A Y K R A E A S F W T,0
V G A G I A G A A V G S I G L G K V L V D I L A G Y G A G V A G A L V A F K V M S G E M P S T E D L V N L L P A I L S P G A L V V G V V C A A I L R R H V G P G E,0
G P P G P K G N S G E P G A P G N K G D T G A K G E P G P T G I Q G P P G P A G E E G K R G A R G E P G P T G L P G P P G E R G G P G S R G F P G A D G V A G P K,0
K V K D Q K P D T N L P D V T K N L I R D R F A E S P H H V G Q S G T K V M S E P L S C A A R L Q A V A S M V E K R A S P A T S P K P S V A C S Q L A L L L S S E,0
F W N C N V D R Y P A N A I V C R F D T R V L S N L N L P G C D G G S L Y V N K H A F H T P A F D K S A F T N L K Q L P F F Y Y S D S P C E S H G K Q V V S D I D,0
F G C L D S V M E N S K V L G E A M T G I S Q N A K N G N L P E F G D A I A T A S K A L C G F T E A A A Q A A Y L V G V S D P N S Q A G Q Q G L V E P T Q F A R A,0
L N V V N L L G A C T K G G P I Y I I T E Y C R Y G D L V D Y L H R N K H T F L Q H H S D K R R P P S A E L Y S N A L P V G L P L P S H V S L T G E S D G G Y M D,0
S S R S G E I D S A K E Q W E A L S G N G L V T D S N I S M L H D K I L D T I T S N K P G V V L R D G N K K S E N I V V C F K N G F P N K K H S L L Q L T K N G I,0
V G I G A V F L G F L G A A G S T M G A A S I T L T V Q A R Q L L S D I A Q Q Q N N L L K A I E A Q Q H M L Q L T V W G I K Q L Q A R V L A I E R Y L K D Q Q L L,0
P R L Y A S G I P A N N K L Y V V G G L P N P T S V E R W F H G D A A W V N M P S L L K P R C N P A V A S I N N V I Y V M G G H S E T D T T T E Y L L P N H D Q W,0
R A Y L N T P G L P V C Q D H L E F W E S V F T G L T H I D A H F L S Q T K Q A G D N F P Y L V A Y Q A T V C A R A Q A P P P S W D Q M W K C L I R L K P T L H G,0
K R K V E D L Q F R V E E E S I T K G D L E T Q T K L E H A R I K E L E Q S L L F E K T K A D K L Q R E L E D T R V A T V S E K S R I M E L E K D L A L R V Q E V,0
D C L P T T L F Q P A R A P V T L T A W Q N G L L P F H S T L T T P G L I W T F T D G T P M I S G P C P K D G Q P S L V L Q S S S F I F H K F Q T K A Y H P S F L,0
X X X X X X X X X X X X X X X X X X M K L E C I P T P I T P S T V P S F P P T P P T P P T S P P P T P V I V P A A A T T V S S P S A A I T V Q R V L E E D E S I R,0
A V L F R M S E D K P Q D Y K K R L S V E L T S S L F R T E P M A W N E T A D L G L D I G A Q G E A L G Y R Q D D P S Y R S F H S G G Y G Q D A L G M D P M M E H,0
V P M D P K L P S Y P S Q F T P A S Q A Q L P P E L A T V G P Q G Q G F G A P Q A A F P V G T T G M G L R P G P M R A Q G P Q L R L S P N Q L R L Q L Q Q R L Q G,0
K K V D G I I Q Q L P E T Y F T Q S R D L E D F K P R S Q M E T D F L E L A M D E F I Q R Y K L E G Y A F E H I V Y G D F S H G Q L G G L H L M I G L A K R S Q D,0
Q P A P N Q A V Q T V S D V R M T F S R H R P P N I P S P P P L I H T S K P T D K P S F I Q G G S I S Q G T P G T Y L P P Q S H A V Y I P E V V K T T G G S I S L,0
A L R E D K S E G S F P S E K S S Q L P T G M S F G R Y R Q P G D S G P S A P Q P P P S S Q S D S Y G S V P K T H R I M T L A D H I S H I I T Q D F A K S Q D T P,0
P T D G N A G L L A E P Q I A M F C G R L N M H M N V Q N G K W D S D P S G T K T C I D T K E G I L Q Y C Q E V Y P E L Q I T N V V E A N Q P V T I Q N W C K R G,0
G E C P K F V F P L N S K V K V I Q P R V E K K K T E G F M G R I R S V Y P V A S P Q E C N N M H L S T L M K C N H C D E V S W Q T C D F L K A T C E H C G T E N,0
P K G S P F E N K T I E R T L S V E L S G T A G L T P P T T P P H K A N Q D N P F R A S P K L K P P C K T V V P P P S K K T R Y S E S S G T H G N N S T K K G P E,0
A I A V T V Q E M V T K S N T N P D E L G G L A N Q L T T E F G D L A S E A K C A A M T A E N D E I G S H I K K Q V T E L G Y T C T G L V S K A G A L Q C S P N D,0
D F M P R D A L H G F D W S E E D D M S D G L P F L K T D P N N N G F F G D G S L L C I L R S I G F K P E N Y T N S N V N R L P T M I T D R Y T L A S R S T T S R,0
N S D T T N Q Q N S L S S S L F G N I S G V E S F Q E I E K K K S L N K I N N L Y A S L K A E G L I Y T P P K E S I V T L Y K K L N G H S N Y S L D S H E K Q L M,0
G P V A D A K G Q E S P Y G E L K V K I E K S P E G G A G D V L P Q D D R A R S A Y E M Q I H P K S E P Q D V E M T S P S T D R A Q V Q V K T E P E V K D K E E R,0
Y L P P P D H G A P A R G S P H S E G G K R S P E P N K T S V L G G G E D G I E P V S P P E G M T E P G H S R S A V Y P L L Y R D G E Q T E P S R M G S K S P G N,0
K N D D K L T L W T T P D P S P N C R I H S D N D C K F T L V L T K C G S Q V L A T V A A L A V S G D L S S M T G T V A S V S I F L R F D Q N G V L M E N S S L K,0
I E V T K E P E H M A A L A K N S D W I D Q F R V K F L G S V Q V P Y H K G N D V L C A A M Q K I A T T R R L T V H F N P P S S C V L E I S V R G V K I G V K A D,0
A Q E Q L E K A L D C Q I Y G A T Y S I E P L D L P Q I I Q R L H G L S A F S L H S Y S P G E I N R V A S C L R K L G V P P L R A W R H R A R A V R A K L L S Q G,0
A N P T R V G G R E P Y P G S A E V I R E S S S T T G M V V G I V A A A A L C I L I L L Y A M Y K Y R N R D E G S Y H V D E S R N Y I S N S A Q S N G A V V K E K,0
L K F Q C G Q K T L R P R F K I I G G E F T T I E N Q P W F A A I Y R R H R G G S V T Y V C G G S L I S P C W V I S A T H C F I D Y P K K E D Y I V Y L G R S R L,0
S L L I L V Q S T Q W S L F F F V Y E N A F L P F T L G I M A I A A C A M L L V K H K H A F L C L F L L P S L A T V A Y F N M V Y M P A S W V M R I M T W L E L A,0
I T E E G Y D D F E T I V T I N H L E N K I A S A R L L K L D D E F L V T S E V Y V R L L M H H G L W Q K L E E F L G E L R T Q T K C S I K L S G R E V V A K M L,0
K E V G I Q A S A Q N F G L S G T D C M Q V M M S R S T T T D T H D A S F R I P Q P S I L K A Q L K E Y Q L R G L N W L V N L Y N Q G I N G I L A D D M G L G K T,0
L Y T A K E A G G N P K L D E G P M G E P E G S F V D Y Q T T M V R T A K A I A V T V Q E M I G S H I K H R V Q E L G H G C A A L V T K A G A L Q C S P S D A Y T,0
V H H Q K L V F F A E D V G S N K G A I I G L M V G G V V I A T V I V I T L V M L K K K Q Y T S I H H G V V E V D A A V T P E E R H L S K M Q Q N G Y E N P T Y K,0
S S S G L G T S P S S S P R T S P C Q S P T I S E G P V P S L P I R P S R A P S R T P G P P S A Q S S P I D A Q P A T P L P Q K D P A Q P L E P K R P P P P R P V,0
H L R P L P E S Q P S S S P L L Q T A P G V K G H Q R V V T L A Q H I S E V I T Q D Y T R H H P Q Q L S A P L P A P L Y S F P G A S C P V L D L R R P P S D L Y L,0
N K R Q L S S S S G N T D T Q A D E D E R A Q E S Q I D F L N S V I V D L Q R K N Q D L K M K V E M M S E A A L N G N G D D L N N Y D S D D Q E K Q S K K K P R L,0
R D R S R S R H R R R S R S P M T G Q G A S A G G S G Q G Y N N N G A P H R S F E D R A V H R E N V M N N I R E S S Q Q D R R V Y V G N L S Y D V K W H H L K D F,0
F G G D G R F P T K V E G R E F T H T E Q R V I N R M L K L A L E G Y S D A W K A I N P L E V E Y V R S E M Q V K F T N I T T S P N D I V V N T P F H V E I G N L,0
K I G A G N S G T V V K A L H V P D S K I V A K K T I P V E Q N N S T I I N Q L V R E L S I V K N V K P H E N I I T F Y G A Y Y N Q H I N N E I I I L M E Y S D C,0
P H Q P L A T Y T T V G P S C L D M E G S V S A V T E E A A L C A G W L S Q P T P A T L Q P L A P W T P Y T E Y V P H E A V S C P Y S A D M Y V Q P V C P S Y T V,0
X X X X X X X X X X X X X X X X X X X X X X M A A G V E A A A E V A A T E I K M E E E S G A P G V P S G N G A P G P K G E G E R P A Q N E K R K E K N I K R G G N,0
P Q V P I N P T P A P I V Y S K R R A S R R S A S V S R M S R V L R Q C C V E S L R R S P K K R N Q Q S V F V C L R P Q G Q K R S N A I C K V E C V A P R R K P V,0
I D Y S L K Y A T D I P S S Q K Q S F S F S K S S S G Q S S K T E H M S S S S E N T S T P S S N A K R Q N Q L H P S S A Q S R S G Q P Q K A A T C K V S S I N Q E,0
N N G K F D K L Y I W G V H H P S T D S D Q T S L Y V R A S G R V T V S T K R S Q Q T V T P N I G S R P W V R G Q S S R I S I Y W T I V K P G D I L L I N S T G N,0
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M S G R G K G G K G L G K G G A K R H R K V L R D N I Q G I T K P A I R R L A R R G G V,0
T C A A Y Y F M K F R R V F G E Y N H V V A A N A L L F L M S F T I L C L V P A Y S F L P G V Y S V F Y L Y L T F Y F T N D V S F L A H L Q W F A M F S P I V P F,0
H D A G G S A P A R P M L P P Q P D L P G R E A I L R R F P L D L R T L L Q A I G A A A T R I D T R A I D Q F F G S Q I S N T E M Y I M Y A M A I R Q A I R D R R,0
N K S V K I N C T R P S S N K R K R I H I G P G R A F V A T K S I T G D K R Q A H C N I S K A E W N K T L T L I V N K L R E Q F G N N K T I I F N Q S S G G D P E,0
G K Q G A P G A S G D R G P P G P V G P P G L T G P A G E P G R E G S P G A D G P P G R D G A A G V K G D R G E T G A V G A P G A P G P P G S P G P A G P T G K Q,0
H T L S I H D G Y T N E I I G Y K A I Q D G V T R D I I S T D D C F A N K H A G F D A W F S Q R G G S Y K N D K S C P V V A A I I T R E I G F I V P G L P G T V L,0
K F L T N K L L L F A D I N G K L Y H D S Q N M L R G E D M S F L E K D A P Y M V G D V I T S G D I T C V V I P S K K A G G T T E M L S R A L K K V P V D E Y I T,0
C T E R L K L F A A E T L K A T E E T F K L S Y G I A T V R E V L S D R E L H L S W E V G K P R P P L N R N Y V F T G Y R V T K N S K V Q I G E Y T F E K G D Y G,0
A G K E S E S A A V E E D D S D V W W G G A E A D Y T E N S M T R D A A A E P A V L E D D E D A D E E E D E D G D G D R D E K I E E E E E E E E R T Q S T S A A L,0
K S S A S F S H R V T S Q I S K F N S N T D S K V L Q T D F L S R N G D P Y L T R E T I F E A S K K V T N S L S N L I S L I G T K S G T Q E R E L Q E K S K D I T,0
L R T L L Q A I G A A A T R I D T R A I D Q F F G S Q I S N T E M Y I M Y A M A I R Q A I R D R R R N P A S R R D Q A K W R L Q T L A A G W P M G Y Q A Y S S W M,0
L E E N S G M D C E G A G S G H V S E G S Q S P S S L D D P E E D P N R T V C G A C N I R F S R H E T Y V V H K R Y Y C A S R H D P P L R R R E V N K P G P P Y T,0
T K V I T F I D L A G H E K Y L K T T V F G M T G H L P D F C M L M V G S N A G I V G M T K E H L G L A L A L N V P V F V V V T K I D M C P A N I L Q E T L K L L,0
P G T V L R A I N G D F L H F L P R V F S A V G N I C Y T P S K L I E Y S D F A T S A C V L A A E C T I F K D A M G K P V P Y C Y D T N L L E G S I S Y S E L R P,0
L S D D D P K K G I W L E A G K A L D Y Y M L R N G D T M E Y R K K Q R P L K I R M L D G T V K T I M V D D S K T V T D M L M T I C A R I G I T N H D E Y S L V R,0
L R A A L E G A D M V F I A A G M G G G T G T G A A P V V A E V A K D L G I L T V A V V T K P F N F E G K K R M A F A E Q G I T E L S K H V D S L I T I P N D K L,0
T P V L E G S I T Q G I P L K Y E G S A V N P S A I K H N V K S L I T S P V K I S H S A I E A A E R E R A K Y E D A K A S E R V R H T S V V N S T S V L R S T H A,0
L R Q W L P T G T L L V D S D L N D F V S D A D S T L I G D C A T V H T A N K W D L I I S D M Y D P R T K H V T K E N D S K E G F F T Y L C G F I K Q K L A L G G,0
K N N I L A E L K L S N E T V S S L K L D D L V D A Q A K L A F D S L R N Q R K N T I D S K G F G I G K L S R D L N T V A V F P E L L R K V L N D I L E D I K D S,0
G I S N S N L N T T T T R K N I Q S R N W Y L S D S Q W A A F K D D E I T S T K H K N D Y T D P H A N K N I D K S A L N I H A D E N D E G S V D N T L G S D R S N,0
Y D T E T D P S E G L M N V L K K I Y E D G D D D M K R T I N K A W V E S R E K Q A K G D T E F X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,0
A A A L A E L R T A A Q K A Q E A C G P L E I D S A L G L V Q S L E R D L K E A K A A A R D G K L K P L P G E T M E K C A Q D L G N S T K A V T S A I A H L L G E,0
X X X X X X X X M P A S M F S I D N I L A A R P R C K D S V L P V A P S A A A P V V F P A L H G D S L Y G A S G G A S S D Y G A F Y P R P V A P G G A G L P A A V,0
T D E K M E N F A I E N T P V C F S R N S S L S S L S D I D Q E N N N K E T E P L K Q T G T S E T Q L G L R R P Q T S G Y A P K S F H V E D T P V C F S R N S S L,0
Q A V A K D A E S K I S S A L E D E L G V T D T A K E R L R H H L A N L S G G D G A Y H K P T G G G A I E V A I D N A D I D L E P E T H T D Q D V R G W G E D S G,0
P R W Y C S G S N R A Y R H G I S R G A E A P L L D D F V M S Y L F A Q W R H D F V H G W I K V P V T H E T Q E E C L G M A V L D M M R I A K E N D Q T P L A I Y,0
D A E L E K L R N E V T V L R G E N A S A K S L H S V V Q T L E S D K V K L E L K V K N L E L Q L K E N K R Q L S S S S G N T D T Q A D E D E R A Q E S Q I D F L,0
D D R G W A E A R L T W T P A E L V Q R I L A W F R R A A E G A L H D A R Q P V D P L M F G T G Y N I I M S R A L I D N A N T Q D L V A V P D D T G T L M R V I P,0
L P K R E E G G P S G G P T V G G P P P G D E A C S L G A T Q L A A S S S L Q P Q P K P S S G G R R R G G Q R H K V K S Q G A C M T P A S G C X X X X X X X X X X,0
L Q I P N T N V H L S H D A K S A P F L G M A P A V Q R S A P A L P V S E D F K S E P V S P Q D F S F S K N G L L S R L L R Q N Q D S Y L A D D S D R S H R N N E,0
P D L L N S Q S Q S G F G E E Y F D E S S Q S G D N D D F K G F A S Q A L N T L G V P M L G G D N G E T K F K G N N Q A D T V D F S I I S V A G K A L A P A D L M,0
V P I N P T P A P I V Y S K R R A S R R S A S V S R M S R V L R Q C C V E S L R R S P K K R N Q Q S V F V C L R P Q G Q K R S N A I C K V E C V A P R R K P V E R,0
L Y G I G S A V I P F A I K W E Y V L L L F L L L A D A R V C A C L W M M L L I A Q A E A A L E N L V V L N A A S V A G A H G I L S F L V F F C A A W Y I K G R L,0
S V A G K A L A P A D L M E H H S G S Q G P L L T T G D L G K E K T Q K R V K E G N G T S N S T L S G P G L D S K P G K R S R T P S N D G K S K D K P P K R K K A,0
E R L A P F G Y K I T P A N K T T T F P L T S H L Q D V T F L K R R F V R F N S Y L F R P Q M D A V N L K A M V S Y C K P G T L K E K L M S I A L L A V H S G P D,0
N V R G G R D A I I L L T C A V H P E L I F D I T K L L L A I L G P L M V F Q A S I I R V P Y F V R A Q G L I R A C M L V R K A A G G H Y I Q M A L M K L A A L T,0
P R F L K V K N W E T D V V L T D T L H L K S T L E T G C T E Q I C M G S I M L P S H H I R K S E D V R T K D Q L F P L A K E F L D Q Y Y S S I K R F G S K A H M,0
W E P S S Q P T I P I V G I V V G L A V L V V L A V L G A V V T A M M C R R K S S G G K G G S C S Q A A C S N S A Q G S D E S L I T C K A X X X X X X X X X X X X,0
P K A R H P E G R T W A Q P G Y P W P L Y G N E G L G W A G W L L S P R G S R P S W G P T D P R R R S R N L G K V I D T L T C G F A D L M G Y I P L V G A P L G G,0
R P Q R M R S R S R S F S Q H R S C S R S P Y S R S R S R S P G S R S S S R S C Y Y S E S G H C R H R T H R N S P L C A R S R S R S P Y S R R P R Y D S Y E E Y Q,0
D G S D L S D N M S E G S D D S G L H G A R P T P P E A T S K N G K A G L A G K V T E G E F V C I F C D R S F R K E K D Y S K H L N R H L V N V Y F L E E A A E E,0
X X X X X X X X X X X X X X X X X X X X X X M K T F L V C A L L A L A A A S A V A Q I S Q Q Q Q P P P F S Q Q Q Q P P F S Q Q Q Q P P F S Q Q Q Q S P F S Q Q Q Q,0
M K L S F D E E H R H A M N E L G G L Q A I A E L L Q V D C E M Y G L T N D H Y S I T L R R Y A G M A L T N L T F G D V A N K A T L C S M K G C M R A L V A Q L K,0
C G Y G K S H H G E H P A S C A D T A T D K V L A A E R Y Y T I D L A S W T T S Q E A F S H I R I P L P H V L A G E D G G V F G A T L R R H Y L C K T G W R V Q V,0
L H Y Q K I V H R D I K P S N L L L S D I G Q V K I A D F G V S C E F E G I D A F L S G T A G T P A F M A P E A L T E G A N H F Y S G R A Q D I W S L G I T L Y A,0
E T F Y P K L Q A S Q A W Q P G V A M P N L Y K M Q R M L L E K C D L Q N Y G E N A V I P K G I M M N V A K Y T Q L C Q Y L N T L T L A V P Y N M R V I H F G A G,0
G D R P P S V S S V H S E G D C N R R T P L T N R V W E D R P S S A G S T P F P Y N P L I M R L Q A G V M A S P P P P G L P T G S G P L A G P H H A W D E E P K P,0
F L K A E P Q A I P N Y T I K E E P G E T S Q C T S T L P E F Q L L P Q Q A G M A A I L A T A V V N K D V F P C K D C G I W Y R S E R N L Q A H L M Y Y C A S R Q,0
G G L T Q A P G N P V L A V Q I N Q D K N F A F L E F R S V D E T T Q A M A F D G I I F Q G Q S L K I R R P H D Y Q P L P G M S E N P S V Y V P G V V S T V V P D,0
Q V V F E A Y P T P S V L W F K D N R T L G D S S A G E L V L S T R N V S E T R Y V S E L T L V R V K V S E A G Y Y T M R A F H A D D Q V Q L S F K L Q V N V P V,0
L C L L H E G K V L H Y R I D K D K T G K L S I P E G K K F D T L W Q L V E H Y S Y K A D G L L R V L T V P C Q K I G T Q G N V N F G G R P Q L P G S H P A S S P,0
G S R E S A G Y M E E L E K E R L L L I A E H E K E E K E K R W Y Y A Q L Q N L T K R I D S L P L T E N F S M Q T D M T R R Q L E Y E A R Q I R A A M E E Q L G T,0
D P R P P V E E P P P A V E T V S P E G R G E K R P R P D R E E T L V T Q I D E P P S Y E E A L K Q G L P T T R P I A P M A T G V L G Q H T P V T L D L P P P A D,0
V L V V T S T F G N G D P P E N G E K F G C A L M E M R H P N S V Q E E R K S Y K V R F N S V S S Y S D S R K S S G D G P D L R D N F E S T G P L A N V R F S V F,0
F R G V E F V C C P L A E E S D N V D S A D A E E D D S D V W W G G A D T D Y A D G S E D K V V E V A E E E E V A E V E E E E A D D D E D D E D G D E V E E E A E,0
X X X X X X X X X X X X X X X X X X X X X X X X X X X M T N P S D R V L P A N S M A E S R E G D F G C T V M E L R K L M E L R S R D A L T Q I N V H Y G G V Q N L,0
S T I I E N P E M L K Y Q Q E R Q G N Q N P N G A Q G S G P E N Q T P K L T N V L N G E S L E D I R K N L L K K Q V E T R T A D G R R R I T P L C I A Q L D T G D,0
V V A I P G N A S M D A V C T S T S P T R S M A P G A V H L P Q P V S T R S Q H T Q P T P E P S T A P S T S F L L P M G P S P P A E G S T G D F A L P V G L I V G,0
C E D V K D C L S P E I P F G E C C P I C P T D L A T A S G Q P G P K G Q K G E P G D I K D I V G P K G P P G P Q G P A G E Q G P R G D R G D K G E K G A P G P R,0
M E K L K Q K L H T D D E L N W L D H G R T L R E Q G V E E S E M L L L R R K F F Y S D Q N V D S R D P V Q L N L L Y V Q A R D D I L N G S H P V S F D K A C E F,0
A S S Q P V F S L G K D S G A A G T N K E N L G V Q V A T P F L E T A L G S E G P A V T F G K T Q E D P K P F C V G G A P P N M D V T P A Y T K E G T D E A E S N,0
R E Q A Q N A V A T L S N Q N L M G R L V Y D R E A E P R F G P P G G G A R G G F G G P V G P G G G A P Y G G G F N P G M G G G A P G G G A P G G A R Q I F V S N,0
R P E R Q E R L A A L R A D Y Q E T L A D T L D P V Q V D A L E A Y L R L T A A P P P P R P E R H D R H H H A S P R K L Y D A L F D S W E L G D D Q R E S L Q E A,0
Q G V R G S Q A Q P D S P S A Q L A L I A A S Q S F L Q P G G K M V A A A K A S V P T I Q D Q A S A M Q L S Q C A K N L G T A L A E L R T A A Q K A Q E A C G P L,0
I T N K V N S V I E K M N T Q F T A V G K E F N K L E R R M E N L N K K V D D G F L D I W T Y N A E L L V L L E N E R T L D F H D S N V K N L Y E K V K S Q L K N,0
H M T H H A V S D H E A T L R C W A L S F Y P A E I T L T W Q R D G E D Q I Q D T E L V E T R P A G D G T F Q K W A A V V V P S G Q E Q R Y T C H V Q H E G L P K,0
S F S K G L G T E T A E F A E L K T Q I E K M R L D Y Q H E I E N L Q N Q Q D S E R A A H A K E M E A L R A K L M K V I K E K E N S L E A I R S K L D K A E D Q H,0
K F Y G P F V D R Q T A Q A A G T D T T I T L N V L A W L Y A A V I N G D R W F L N R F T T T L N D F N L V A M K Y N Y E P L T Q D H V D I L G P L S A Q T G I A,0
K C K E A T G P L I E A V D N L T A F A S N P E F A S V P A Q I S P E G L A A M E P I T A A A K A M L E S S T G L I Q T A R S L A V N P K D P P K W S V L A G H S,0
T M L Q H Q H I V R F F G V C T E G R P L L M V F E Y M R H G D L N R F L R S H G P D A K L L A G G E D V A P G P L G L G Q L L A V A S Q V A A G M V Y L A G L H,0
A M Y T P H T V L Q A V G A C V L C N S Q T S L R C G A C I R R P F L C C K C C Y D H V I S T S H K L V L S V N P Y V C N A P G C D V T D V T Q L Y L G G M S Y Y,0
P G A K E G T V P T D L D Q E T G L A R L E L L G K L E G I D V F D T K P L D S S R K G T M K D P I I I E S Y D D Y R Y V G C T G S P A G S H T I M W L K P T V N,0
D N R V F D N R V Y D N S Y H E N P E N D A Q S P T S Q T N D L L S R N G N S L L N P Q R A L V Q K V T S V L P H S I S D T V Q T F A N N S A L E K V F N H T P D,0
F G P H N E Q K H K A G F L D L K D F L P K E Y V K Q K G E R K I F Q A H K N C G Q M S E I E A K V R Y V K L A R S L K T Y G V S F F L V K E K M K G K N K L V P,0
L V N S Y H L L L C C L D L I F A N A I M C P N R Q D L L N P S F K G L P S D F H T A D F T A S E E P P C I I A V L C E L H D G L L V E A K G I K E H Y F K P Y I,0
A K E S R T R E Y Y E R Q F P E I R K Q R E Q Q E R F Q R V G Q R G T G L S A T I A R S E H E I S E I I D G L S E Q E N N E K Q M R Q L S V I P P M M Y D S E Q R,0
A A N E Q I L M V K I K S E P C D D F Q T H N T N L P L N H D A K S A P F L G V T P A I H R S T A A L P V S E D F K S E P A S P Q D F S F S K N G L L S R L L R Q,0
X X X X X X X X X X X X X X X X M S G G S S C S Q T P S R A I P A T R R V V L G D G V Q L P P G D Y S T T P G G T L F S T T P G G T R I I Y D R K F L M E C R N S,0
M K L L A P G G G T D T T L T G L G N V N T L V Y K I S T P T G A V N T A I L R T W N C I E L Q P Y T D S A L F Q F S G V S P P F D P L A L E C Y H N L K M R F P,0
M S P G S S L P S L H V R K Q K A L E A E L D A Q H L S E T F D N I D N L S P K A S H R S K Q R H K Q S L Y G D Y V F D T N R H D D N R S D N F N T G N M T V L S,0
S E G E F V G E S T T T S D S E E S G G L I W S Q F V Q T L P I Q T V T A P D L H N H P A K T F V K I K A S H N L K K K I L R F R S G S L K L M T T V X X X X X X,0
A E S A L Q L L Y T A K E A G G N P K L D E G P M G E P E G S F V D Y Q T T M V R T A K A I A V T V Q E M I G S H I K H R V Q E L G H G C A A L V T K A G A L Q C,0
H A G I F M K G Q E H A V F A C V T S N G W Y A I D D E D F Y P W T P D P S D V L V F V P Y D Q E P L N V G W K A N V Q R K L R G A G Q S S P A T G S Q N Q S G N,0
R S R L S E Q E L E A L E L R E R E M K Y R D R A A E R R E K Y G I P E P P E P K R K K Q F D A G T V N Y E Q P T K D G I D H S N I G N K M L Q A M G W R E G S G,0
X X X X X X X X M L L S V P L L L G L L G L A V A E P A V Y F K E Q F L D G D G W T S R W I E S K H K S D F G K F V L S S G K F Y G D E E K D K G L Q T S Q D A R,0
L G Q C V S Q P Q Q Q L Q Q Q L G Q Q P Q Q Q Q L A H G T F L Q P H Q I A Q L E V M T S I A L R T L P R M C S V N V P L Y E T T T S V P L G V G I G V G V Y X X X,0
T N I K R W A A S P K S F T L D F G D Y Q D G Y Y S V Q T T E G E Q I A Q L I A G Y I D I I L K K K K S K D H F G L E G D E E S T M L E D S V S P K K S T V L Q Q,0
T H T T P N I P P S F L Q A M R K Y S P F R N G Y M E P T L G Q H L P T L S F P D P G L R P Q N L Y T L W G G S V V C M Y L Y Q L S P P I T W P L L P H V I F C H,0
G F P P S D D E D E E G E E F V L D Y V E H P G H G C R S C H Y H R R N T G D P D I M C S L C Y M R T C G M F V Y S P V S E P E P E P E P E P E P A R P T R R P K,0
L L L S I C L G S L I C V T A A F G V L L S N F G A P S Y C N G V R E L Y L N S S N V T T M D F C E G S F P C S I C L S G L D S L D S Y P A L E T I Q V T I S S Y,0
L H L L E Q I R A Y C E T C W E W Q E A H E Q G M D Q D K N P M P A P V E H Q I C P A V C V L M K L S F D E E H R H A M N E L G G L Q A I A E L L Q V D C E M H G,0
G G P I T T L F N M S M S I K D R H E S V G H G E D F S K V S Q N P I L T S L L Q I T G N G G S T I G S S P T P P H H T P P P V S S M A G N T K N H P M L M N L L,0
L G T L E E V P T A G S T D P P Q S P Q G A S A F P T T I N F T R Q R Q P S E G S S S R E E E G P S T S C I L E S L F R A V I T K K V A D L V G F L L L K Y R A R,0
L R P V P F A S E M A I C K T V S W L N E Q L E L G N E R L L L M D C R P Q E L Y E S S H I E S A I N V A I P G I M L R R L Q K G N L P V R A L F T R C E D R D R,0
E L R V N S A C R K V Q H M V V K S A L L A D K F P V L H D I G N P K A I K C V P Q A E V E W K F Y D A Q P C S D K A Y K I E E L F Y S Y A T H H D K F T D G V C,0
F S L G F L L P N N E M K N M F L T A I I T V I F F T V F V Q G M T I R P L V E L L A V K K K K E S K R S I N E E I H T Q F L D H L L T G I E D I C G H Y G H H H,0
A A Q A A Y L V G V S D P N S Q A G Q Q G L V E P T Q F A R A N Q A I Q M A C Q S L G E P G C T Q A Q V L S A A T I V A K H T S A L C N S C R L A S A R T T N P T,0
H L K T L L K K S K V K D Q K P D T N L P D V T K N L I R D R F A E S P H H V G Q S G T K V M S E P L S C A A R L Q A V A S M V E K R A S P A T S P K P S V A C S,0
A V K D V A K A L G D L I S A T K A A A G K V G D D P A V W Q L K N S A K V M V T N V T S L L K T V K A V E D E A T K G T R A L E A T T E H I R Q E L A P P A K T,0
V K R V D W S V E Y P I I G D E L R V N S A C R K V Q H M V V K S A L L A D K F P V L H D I G N P K A I K C V P Q A E V E W K F Y D A Q P C S D K A Y K I E E L F,0
V K Y K G V C Y S A G R R N L K L I M E Y L P Y G S L R D Y L Q K H K E R I D H I K L L Q Y T S Q I C K G M E Y L G T K R Y I H R D L A T R N I L V E N E N R V K,0
